tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
06001400100,CA,Alameda County,37.857576,-122.2304,1,96.4,3018,1117.77777777778,2.34,4.6,54.2,49.6,72.7,3.0,0.0,16.5,0.0,3.4,4.4,2.8,1.3,3.5,95.2,81008.0,3.8,2,0.662690523525514
06001400200,CA,Alameda County,37.8465371538095,-122.252098042857,1,96.3,1960,9800.0,2.3,3.2,43.6,48.6,80.3,0.6,0.2,8.7,0.0,1.0,9.2,10.8,1.9,4.9,93.1,67500.0,5.4,21,10.7142857142857
06001400300,CA,Alameda County,37.8412849716364,-122.252511171818,1,96.9,5236,13090.0,2.13,6.0,41.3,43.8,69.1,11.6,0.2,11.4,0.7,1.5,5.5,7.4,4.0,12.6,83.4,52854.0,8.7,110,21.0084033613445
06001400400,CA,Alameda County,37.8499295215385,-122.254824753846,1,95.8,4171,13903.3333333333,2.29,4.3,36.6,45.5,70.6,9.9,0.6,11.0,0.0,0.7,7.2,6.4,5.8,5.5,88.7,48798.0,6.4,13,3.11675857108607
06001400500,CA,Alameda County,37.849285866,-122.26182935,1,89.4,3748,18740.0,2.28,3.2,34.1,44.7,62.0,25.2,0.0,3.7,0.6,2.3,6.2,13.0,3.0,10.7,86.3,41804.0,9.1,10,2.66808964781217
06001400600,CA,Alameda County,,,1,90.9,1661,16610.0,2.32,9.3,34.8,43.0,41.4,35.9,0.3,8.5,0.0,4.4,9.5,9.5,4.1,12.2,83.8,37412.0,9.5,0,0
06001400700,CA,Alameda County,37.8418282,-122.2696423,1,84.8,4552,15173.3333333333,2.54,8.4,35.9,49.2,46.4,37.1,2.0,2.6,0.0,4.9,7.0,16.5,12.2,20.3,67.5,27365.0,18.0,2,0.439367311072056
06001400800,CA,Alameda County,,,1,89.7,3506,11686.6666666667,2.19,8.9,37.0,45.6,44.2,31.5,0.2,12.4,0.0,5.0,6.6,12.0,8.7,11.6,79.7,37357.0,11.0,0,0
06001400900,CA,Alameda County,,,1,93.5,2262,11310.0,2.21,4.3,36.1,46.9,44.7,32.8,0.4,8.3,0.0,8.7,5.1,11.7,10.2,17.8,71.9,35932.0,16.1,0,0
06001401000,CA,Alameda County,37.8371294411764,-122.268145011765,1,90.7,6193,15482.5,2.35,8.4,36.0,52.9,37.7,35.2,0.1,3.1,1.4,8.1,14.4,22.3,13.4,20.6,65.9,28105.0,23.7,34,5.49006943323107
06001401100,CA,Alameda County,37.8325750542857,-122.262978028571,1,88.3,4138,13793.3333333333,1.99,9.6,36.9,47.0,57.8,17.0,0.0,15.0,0.0,2.2,8.0,11.0,3.5,12.6,84.0,42138.0,16.1,7,1.69163847269212
06001401200,CA,Alameda County,37.82437751,-122.25943537,1,95.7,2614,8713.33333333334,2.11,10.7,36.9,45.6,63.0,14.3,0.7,7.1,0.0,5.4,9.4,16.8,6.3,6.2,87.4,45096.0,8.0,10,3.82555470543229
06001401300,CA,Alameda County,37.8179068429896,-122.265308252577,1,75.9,3976,13253.3333333333,1.91,14.2,40.2,62.1,37.0,32.7,0.9,17.8,0.0,4.7,6.8,12.7,16.5,20.4,63.1,23252.0,32.3,97,24.3963782696177
06001401400,CA,Alameda County,37.824425,-122.27438,1,82.7,4108,13693.3333333333,2.49,11.7,34.0,48.7,32.6,39.4,2.4,9.0,0.7,10.6,5.2,27.9,19.7,24.0,56.3,15933.0,42.9,1,0.243427458617332
06001401500,CA,Alameda County,,,1,82.3,2605,13025.0,2.55,12.0,36.3,51.5,41.8,38.9,0.2,7.3,0.9,5.6,5.3,12.1,13.1,18.7,68.3,23074.0,25.0,0,0
06001401600,CA,Alameda County,37.8169504,-122.27554048,1,86.1,2173,10865.0,2.7,5.7,29.7,51.8,41.9,32.8,0.5,10.7,3.0,3.8,7.3,22.0,14.3,13.1,72.5,25342.0,28.9,5,2.30096640589047
06001401700,CA,Alameda County,,,1,90.8,2679,1217.72727272727,2.11,7.0,34.1,57.7,45.4,24.0,0.0,10.3,0.0,16.5,3.8,31.4,12.7,8.8,78.4,37955.0,23.0,0,0
06001401800,CA,Alameda County,37.8081795727273,-122.2992581,1,83.4,1866,18660.0,2.55,14.9,28.6,44.3,32.5,43.6,0.0,2.3,0.0,7.9,13.6,19.3,15.8,15.9,68.3,17941.0,40.1,11,5.89496248660236
06001402200,CA,Alameda County,,,1,84.4,2406,8020.0,2.86,11.3,32.1,52.5,40.4,31.9,0.7,14.2,1.5,7.0,4.3,22.7,19.5,18.8,61.8,20563.0,26.5,0,0
06001402400,CA,Alameda County,,,1,86.5,2773,27730.0,2.38,9.0,34.2,45.6,24.7,57.6,0.6,10.9,0.3,2.6,3.4,8.5,17.3,16.4,66.2,22489.0,19.8,0,0
06001402500,CA,Alameda County,37.8056486666667,-122.286411333333,1,88.9,1833,18330.0,2.6,22.5,27.6,45.0,16.4,65.7,0.8,4.3,0.0,4.9,7.9,19.3,21.2,26.2,52.6,13935.0,41.1,3,1.6366612111293
06001402600,CA,Alameda County,,,1,86.8,1272,12720.0,1.94,13.1,42.2,44.2,21.4,25.7,0.2,47.0,0.0,3.2,2.5,7.4,21.4,26.6,52.1,17026.0,41.4,0,0
06001402700,CA,Alameda County,37.80828,-122.274704,1,87.1,1734,8670.0,2.55,6.5,30.7,45.3,36.6,36.2,1.9,10.1,0.0,6.9,8.3,22.8,25.3,14.6,60.1,23081.0,26.5,2,1.15340253748558
06001402800,CA,Alameda County,37.8077509091667,-122.271789058333,1,87.1,3798,18990.0,1.51,13.7,41.1,58.8,27.9,42.2,0.9,21.1,0.0,2.0,5.8,8.9,23.8,7.1,69.1,16635.0,38.8,24,6.31911532385466
06001402900,CA,Alameda County,37.8066756471795,-122.267821371795,1,81.8,1392,6960.0,1.5,6.0,37.2,48.3,26.5,20.5,3.3,38.4,0.0,5.7,5.5,12.0,17.7,15.0,67.2,24826.0,25.4,39,28.0172413793103
06001403000,CA,Alameda County,37.8004212227273,-122.270772354545,1,92.9,3167,31670.0,1.91,7.5,54.3,44.5,7.6,4.4,1.2,82.3,2.2,1.5,0.9,1.8,43.3,21.0,35.8,12990.0,29.6,22,6.94663719608462
06001403100,CA,Alameda County,37.8024938,-122.273078588889,1,92.9,1721,17210.0,1.8,6.7,41.5,64.2,28.5,17.5,2.1,43.3,0.3,4.9,3.2,9.9,24.5,17.8,57.7,27399.0,36.8,9,5.2295177222545
