tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
36001000100,NY,Albany County,42.67713,-73.737114,1,93.5,1934,2148.88888888889,2.28,13.8,38.3,41.5,23.3,63.7,4.7,0.6,0.0,0.4,7.3,25.9,16.9,31.9,51.3,19025.0,29.7,1,0.517063081695967
36001000200,NY,Albany County,42.6674872,-73.7522712,1,89.9,4431,5538.75,2.12,3.1,34.2,43.4,14.0,79.1,0.0,0.8,0.0,0.7,5.4,7.8,10.8,44.7,44.5,20106.0,33.1,5,1.12841345068833
36001000300,NY,Albany County,42.6841336363636,-73.8044945454545,1,91.9,5277,2398.63636363636,2.18,11.6,37.2,50.3,47.0,38.1,0.3,3.3,0.0,3.2,8.1,4.8,13.0,44.5,42.4,19387.0,30.5,11,2.08451771840061
36001000401,NY,Albany County,42.7103990782353,-73.865982862647,1,93.4,2377,679.142857142857,1.75,6.0,63.8,37.1,91.5,4.1,1.4,3.0,0.0,0.0,0.0,4.2,6.8,25.7,67.4,31520.0,6.4,34,14.3037442153976
36001000403,NY,Albany County,42.673095,-73.795562,1,91.5,4819,4015.83333333333,2.09,9.6,34.2,43.8,69.4,15.6,0.6,9.6,0.0,1.1,3.6,7.2,5.7,9.7,84.6,40017.0,12.2,2,0.415023863872173
36001000404,NY,Albany County,42.69211,-73.82638,1,95.8,5045,7207.14285714286,,23.8,19.7,47.7,66.3,16.5,0.0,8.2,0.1,5.0,4.0,13.3,7.7,19.2,73.0,2765.0,0.0,1,0.198216055500496
36001000501,NY,Albany County,42.670654875,-73.783844375,1,88.9,3667,18335.0,2.26,8.0,31.8,48.4,58.4,28.4,0.2,6.5,0.0,1.3,5.2,23.3,11.3,37.0,51.7,21678.0,23.6,8,2.18161985274066
36001000502,NY,Albany County,42.6674395,-73.7875375,1,93.8,3756,12520.0,1.97,11.0,21.2,44.9,70.7,12.6,0.1,8.7,0.2,2.3,5.3,7.7,3.9,19.0,77.1,8619.0,26.6,8,2.12992545260916
36001000600,NY,Albany County,42.66365,-73.76916,1,85.3,3810,19050.0,2.66,12.7,24.0,49.1,34.9,40.4,0.0,11.4,0.0,7.5,5.8,15.2,21.1,42.2,36.7,16443.0,49.2,1,0.26246719160105
36001000700,NY,Albany County,42.665184,-73.76886,1,86.1,3713,6188.33333333333,2.55,14.8,31.5,49.8,14.6,78.7,0.0,0.6,0.0,0.5,5.7,14.7,17.3,38.2,44.5,24120.0,36.1,1,0.269323996768112
